0,1,2
TransfersUnderLicenseAgreementsToEntityRelatedPartyTransactions,,
TransfersUnderLicenseAgreementsToEntityRelatedPartyTransactionsPercentage,,
TransfersUnderFinanceAgreementsRelatedPartyTransactionsAbstract,,
TransfersOfLoanUnderFinanceAgreementsFromEntityRelatedPartyTransactions,,
TransfersOfLoanUnderFinanceAgreementsFromEntityRelatedPartyTransactionsPercentage,,
TransfersOfLoanUnderFinanceAgreementsToEntityRelatedPartyTransactions,,
TransfersOfLoanUnderFinanceAgreementsToEntityRelatedPartyTransactionsPercentage,,
EquityContributionsMadeUnderFinanceAgreementsRelatedPartyTransactions,,
EquityContributionsMadeUnderFinanceAgreementsRelatedPartyTransactionsPercentage,,
EquityContributionsReceivedUnderFinanceAgreementsRelatedPartyTransactions,,
EquityContributionsReceivedUnderFinanceAgreementsRelatedPartyTransactionsPercentage,,
ProvisionOfGuaranteesOrCollateralByEntityRelatedPartyTransactions,,
ProvisionOfGuaranteesOrCollateralByEntityRelatedPartyTransactionsPercentage,,
ProvisionOfGuaranteesOrCollateralToEntityRelatedPartyTransactions,,
ProvisionOfGuaranteesOrCollateralToEntityRelatedPartyTransactionsPercentage,,
ServicesReceivedFromManagementContracts,,
ServicesReceivedFromManagementContractsPercentage,,
RevenueFromServicesRenderedThroughManagementContracts,,
RevenueFromServicesRenderedThroughManagementContractsPercentage,,
ExpenseFromAgencyArrangements,,
ExpenseFromAgencyArrangementsPercentage,,
RevenueFormAgencyArrangements,,
RevenueFormAgencyArrangementsPercentage,,
OtherRelatedPartyTransactionsExpense,,
OtherRelatedPartyTransactionsExpensePercentage,,
OtherRelatedPartyTransactionsIncome,,
OtherRelatedPartyTransactionsIncomePercentage,,
OtherRelatedPartyTransactionsContributionMade,,
OtherRelatedPartyTransactionsContributionMadePercentage,,
OtherRelatedPartyTransactionsContributionReceived,,
OtherRelatedPartyTransactionsContributionReceivedPercentage,,
TransactionRelatingToKeyManagementPersonnelAbstract,,
DescriptionOfInformationAboutTerminationBenefitsForKeyManagementPersonnel,,
DescriptionOfInformationShortTermEmployeeBenefitsForKeyManagementPersonnel,,
DescriptionOfInformationOnDefinedContributionPlansForKeyManagementPersonnel,,
InformationAboutPostemploymentBenefitsForKeyManagementPersonnel,,
RemunerationForKeyManagerialPersonnel,Mandatory in case 'Key managerial Personnel' is selected in 'DescriptionOfNatureOfRelatedPartyRelationship',
RemunerationForKeyManagerialPersonnelPercentage,,
OutstandingBalancesForRelatedPartyTransactionsAbstract,,
AmountsPayableRelatedPartyTransactions,,
AmountsPayableRelatedPartyTransactionsPercentage,,
AmountsReceivableRelatedPartyTransactions,,
AmountsReceivableRelatedPartyTransactionsPercentage,,
ProvisionsForDoubtfulDebtsRelatedToOutstandingBalancesOfRelatedPartyTransaction,,
ProvisionsForDoubtfulDebtsRelatedToOutstandingBalancesOfRelatedPartyTransactionPercentage,,
ShareApplicationMoneyReceivedFromRelatedParty,,
ShareApplicationMoneyReceivedFromRelatedPartyPercentage,,
ShareApplicationMoneyGivenToRelatedParty,,
ShareApplicationMoneyGivenToRelatedPartyPercentage,,
MaximumAmountPayableToRelatedPartyDuringPeriod,,
MaximumAmountPayableToRelatedPartyDuringPeriodPercentage,,
MaximumAmountReceivableFromRelatedPartyDuringPeriod,,
MaximumAmountReceivableFromRelatedPartyDuringPeriodPercentage,,
AmountWrittenOffDuringPeriodInRespectOfDebtsDueFromRelatedParties,,
AmountWrittenOffDuringPeriodInRespectOfDebtsDueFromRelatedPartiesPercentage,,
AmountWrittenBackDuringPeriodInRespectOfDebtsDueToRelatedParties,,
AmountWrittenBackDuringPeriodInRespectOfDebtsDueToRelatedPartiesPercentage,,
DescriptionOfOtherRelatedPartyTransactionsWhichAreNecessaryForUnderstandingOfFinancialStatements,,
OtherInformationSubsidiaryDetailsAbstract,,
WhetherCompanyIsSubsidiaryCompany,"This is a mandatory field only in case of stand alone intance document.
",
SectionUnderWhichCompanyIsSubsidiary,Mandatory if WhetherCompanyIsSubsidiaryCompany is yes.,
[201700] Notes - Government grants,,
name,,
DisclosureOfNotesOnGovernmentGrantsExplanatoryTextBlock,,
AccountingPolicyAdoptedForGovernmentGrantsTextBlock,,
NatureAndExtentOfGovernmentGrantsRecognisedInFinancialStatements,,
DetailsOfGrantsOfNonMonetaryAssetsGivenAtConcessionalRateOrFreeOfCost,,
CapitalSubsidiesOrGrantsReceivedFromGovernmentAuthorities,This field is mandatory. Should be equal to or greater than zero,
RevenueSubsidiesOrGrantsReceivedFromGovernmentAuthorities,This field is mandatory. Should be equal to or greater than zero,
[201800] Notes - Borrowing cost,,
name,,
DisclosureOfNotesOnBorrowingCostsExplanatoryTextBlock,,
AccountingPolicyAdoptedForBorrowingCosts,,
BorrowingCostsCapitalised,,
[201900] Notes - Income taxes,,
name,,
DisclosureOfNotesOnIncomeTaxesExplanatoryTextBlock,,
DisclosureOfBreakupOfDeferredTaxAssetsAndDeferredTaxLiabilitiesAbstract,,
ComponentsOfDeferredTaxAssetsAbstract,,
DeferredTaxAssetEmployeeBenefits,,
DeferredTaxAssetExpenditureDisallowances,,
DeferredTaxAssetDepreciation,,
DeferredTaxAssetProvisionDoubtfulDebts,,
DeferredTaxAssetSundryDebtors,,
DeferredTaxAssetUnabsorbedDepreciation,,
DeferredTaxAssetUnrealisedCarriedForwardLosses,,
DeferredTaxAssetVRSPayment,,
DeferredTaxInRespectOfBusinessCombinations,,
DeferredTaxAssetOther,,
DeferredTaxAssets,,
ComponentsOfDeferredTaxLiabilitiesAbstract,,
DeferredTaxLiabilityDepreciation,,
DeferredTaxLiabilityExportIncentives,,
DeferredTaxLiabilityInvestments,,
DeferredTaxLiabilityProvisionDoubtfulDebts,,
DeferredTaxLiabilityProvisionEmployeeBenefits,,
DeferredTaxLiabilityProvisionExpenses,,
DeferredTaxLiabilityTechnicalKnowhowFees,,
DeferredTaxLiabilityOther,,
DeferredTaxLiabilities,,
DescriptionOfNatureOfEvidenceSupportingRecognitionOfDeferredTaxAssetsWhenEntityHasUnabsorbedDepreciationOrCarryForwardOfLosses,,
DetailsOfAdjustmentsOfDeferredTaxAssetAbstract,,
AdjustmentsOfDeferredTaxAssetAgainstGeneralReserveWhereApprovedByCourt,,
AdjustmentsOfDeferredTaxAssetAgainstSecuritiesPremiumWhereApprovedByCourt,,
[202000] Notes - Discontinuing operations,,
name,,
DisclosureOfNotesOnDiscontinuedOperationsExplanatoryTextBlock,,
DisclosureOfDiscontinuedOperationsAbstract,,
DisclosureOfDiscontinuedOperationsTable,,
DisclosureOfDiscontinuedOperationsAxis,,
DisclosureOfDiscontinuedOperationsLineItems,,
DescriptionOfDiscontinuedOperations,,
DescriptionOfSegmentInWhichDiscontinuedOperationIsReported,,
DateOfInitialDisclosureEventInCaseOfDiscontinuedOperations,,
NatureOfInitialDisclosureEventInCaseOfDiscontinuedOperations,,
DescriptionOfSignificantChangeSubsequentToInitialDisclosureInAmountOrTimingOfCashFlowsRelatingToAssetsToBeDisposedOrLiabilitiesToBeSettledAndEventsCausingSuchChange,,
DescriptionOfDateOrPeriodInWhichDiscontinuanceIsExpectedToBeCompletedIfKnownOrDeterminable,,
DescriptionOfFactOfAbandonmentOrWithdrawalFromPlanOfDiscontinuanceAndReasonThereFor,,
EffectOfAbandonmentOrWithdrawalFromPlanOfDiscontinuance,,
CarryingAmountOfDiscontinuedOperationsAbstract,,
CarryingAmountOfDiscontinuedOperationsAssetsToBeDisposed,,
CarryingAmountOfDiscontinuedOperationsLiabilitiesToBeSettled,,
RevenueDiscontinuedOperations,,
ExpensesDiscontinuedOperations,,
CashFlowsFromContinuingAndDiscontinuedOperationsAbstract,,
CashFlowsFromUsedInOperatingActivitiesAbstract,,
CashFlowsFromUsedInOperatingActivitiesContinuingOperations,,
CashFlowsFromUsedInOperatingActivitiesDiscontinuedOperations,,
CashFlowsFromUsedInOperatingActivities,,
CashFlowsFromUsedInInvestingActivitiesAbstract,,
CashFlowsFromUsedInInvestingActivitiesContinuingOperations,,
CashFlowsFromUsedInInvestingActivitiesDiscontinuedOperations,,
CashFlowsFromUsedInInvestingActivities,,
CashFlowsFromUsedInFinancingActivitiesAbstract,,
CashFlowsFromUsedInFinancingActivitiesContinuingOperations,,
CashFlowsFromUsedInFinancingActivitiesDiscontinuedOperations,,
CashFlowsFromUsedInFinancingActivities,,
DetailsOfPreTaxGainOrLossRecognisedOnDisposalOfAssetsOrSettlementOfLiabilitiesAttributableToDiscontinuedOperationsAndTaxThereonAbstract,,
PreTaxGainOrLossRecognisedOnDisposalOfAssetsOrSettlementOfLiabilitiesAttributableToDiscontinuedOperations,,
TaxOnDisposalOfAssetsOrSettlementOfLiabilitiesAttributableToDiscontinuedOperations,,
DetailsInCaseEntityHasEnteredInBindingSaleAgreementsAbstract,,
DetailsOfNetSellingPriceOrRangeOfPrices,,
ExpectedTimingOfReceiptOfCashFlow,,
CarryingAmountOfNetAssetsForWhichEntityHasEnteredIntoBindingSaleAgreementAsOnBalanceSheetDate,,
"[202100] Notes - Other provisions, contingent liabilities and contingent assets",,
name,,
DisclosureOfNotesOnOtherProvisionsContingentLiabilitiesAndContingentAssetsExplanatoryTextBlock,,
DisclosureOfOtherProvisionsExplanatoryTextBlock,,
DisclosureOfOtherProvisionsAbstract,,
DisclosureOfOtherProvisionsTable,,
ClassesOfOtherProvisionsAxis,,
CompanyTotalOtherProvisionsMember,,
WarrantyProvisionMember,,
RestructuringProvisionMember,,
CSRExpenditureProvisionMember,,
LegalProceedingsProvisionMember,,
RefundsProvisionMember,,
OnerousContractsProvisionMember,,
ProvisionForDecommissioningRestorationAndRehabilitationCostsMember,,
MiscellaneousOtherProvisionsMember,,
DisclosureOfOtherProvisionsLineItems,,
ReconciliationOfChangesInOtherProvisionsAbstract,,
OtherProvisions,,
ChangesInOtherProvisionsAbstract,,
AdditionalProvisionsOtherProvisions,,
IncreaseInExistingOtherProvisions,,
ProvisionUsedOtherProvisions,,
UnusedProvisionReversedOtherProvisions,,
ChangesInOtherProvisions,,
OtherProvisions,,
DescriptionOfNatureOfObligationOtherProvisions,,
DescriptionOfExpectedTimingOfOutflowsOtherProvisions,,
IndicationOfUncertaintiesOfAmountOrTimingOfOutflowsOtherProvisions,,
DescriptionOfMajorAssumptionsMadeConcerningFutureEventsOtherProvisions,,
AssetRecognisedForExpectedReimbursementOtherProvisions,,
ExpectedReimbursementOtherProvisions,,
DisclosureOfContingentLiabilitiesExplanatoryTextBlock,,
DisclosureOfContingentLiabilitiesAbstract,,
DisclosureOfContingentLiabilitiesTable,,
ClassesOfContingentLiabilitiesAxis,,
CompanyTotalContingentLiabilitiesMember,,
WarrantyContingentLiabilityMember,,
RestructuringContingentLiabilityMember,,
LegalProceedingsContingentLiabilityMember,,
OnerousContractsContingentLiabilityMember,,
ContingentLiabilityForDecommissioningRestorationAndRehabilitationCostsMember,,
ContingentLiabilitiesOfJointVentureMember,,
ContingenciesRelatedToGovernmentGrantMember,,
ShareOfContingentLiabilitiesOfAssociatesMember,,
OtherContingentLiabilitiesMember,,
IndemnityForGuaranteesGivenByBankMember,,
IndemnityForGuaranteesGivenByFinancialInstitutionsMember,,
GuaranteeGivenForLetterOfCreditMember,,
GuaranteeGivenForRelatedPartiesMember,,
OtherGuaranteesGivenMember,,
ContingentLiabilityOnBillDiscountedMember,,
ContingentLiabilityOnUncalledLiabilityOnPartlyPaidUpSharesMember,,
ContingentLiabilityOnDisputedTaxLiabilitiesRelatingToSalesServiceAndIncomeMember,,
ContingentLiabilityOnDisputedSalesTaxMember,,
ContingentLiabilityOnDisputedIncomeTaxMember,,
ContingentLiabilityOnDisputedExciseDemandsMember,,
ContingentLiabilityOnDisputedCustomDemandsMember,,
ContingentLiabilityOnDisputedServiceTaxDemandsMember,,
ContingentLiabilityOnOtherDisputedTaxLiabilitiesMember,,
ContingentLiabilityOnDisputedLiabilityRelatingToEmployeesAndOtherStaffMember,,
ContingentLiabilityRelatingToProvisionsUnderCompaniesActMember,,
ContingentLiabilityInForeignExchangeMember,,
ContingentLiabilitiesInRespectOfDerivativeTransactionsMember,,
ContingentLiabilityOnLiquidatedDamagesForDelayInDeliveryOfGoodsMember,,
ContingentLiabilityOnLeaseCommitmentsMember,,
ContingentLiabilityOnEnvironmentalLiabilitiesMember,,
ContingentLiabilityOnDisputedLiabilitiesPendingBeforeCourtMember,,
ContingentLiabilitiesInRespectOfTechnologyKnowhowFeesRoyaltiesMember,,
OtherContingentLiabilitiesOthersMember,,
DisclosureOfContingentLiabilitiesLineItems,,
DescriptionOfNatureOfContingentLiabilities,,
IndicationOfUncertaintiesOfAmountOrTimingOfOutflowsContingentLiabilities,,
EstimateOfFinancialEffectOfContingentLiabilities,,
DescriptionOfStatementOfFactThatEstimateOfFinancialEffectOnContingentLiabilitiesCouldNotBeMade,,
ExplanationOfPossibilityOfReimbursementContingentLiabilities,,
InformationAboutContingentLiabilitiesThatDisclosureIsNotPracticable,,
ExplanationOfReasonForNondisclosureOfInformationRegardingContingentLiability,,
[202200] Notes - Effects of changes in foreign exchange rates,,
name,,
DisclosureOfNotesOnEffectOfChangesInForeignExchangeRatesExplanatoryTextBlock,,
DescriptionOfReasonWhyReportingCurrencyIsDifferentFromCurrencyOfCountryInWhichEntityIsDomiciled,,
DescriptionOfReasonForChangeInReportingCurrency,,
DetailsOfChangeInClassificationOfSignificantForeignOperationAbstract,,
NatureOfChangeInClassificationOfSignificantForeignOperation,,
ReasonForChangeInClassificationOfSignificantForeignOperation,,
ImpactOfChangeInClassificationOfSignificantForeignOperationOnShareholdersFund,,
ImpactOnNetProfitOrLossOfChangeInClassificationOfSignificantForeignOperationForEachPriorPeriodPresentedTextBlock,,
DisclosureOfEntityForeignCurrencyRiskManagementPolicy,,
AmountOfForeignCurrencyExposureThatIsNotHedgedByDerivativeInstrument,,
DisclosureOfFactOfExerciseOfOptionMentionedInAS11Para46And46A,,
AmountRemainingToBeAmortizedInForeignCurrencyMonetaryItemTranslationDifferenceAssetAccountAsOfReportingDate,,
AmountRemainingToBeAmortizedInForeignCurrencyMonetaryItemTranslationDifferenceLiabilityAccountAsOfReportingDate,,
[202300] Notes - Amalgamation,,
name,,
DisclosureOfNotesOnAmalgamationsExplanatoryTextBlock,,
DisclosureOfAmalgamationsAbstract,,
DisclosureOfAmalgamationsTable,,
AmalgamationsAxis,,
DisclosureOfAmalgamationsLineItems,,
NameOfAmalgamatingCompany,"Name of the company should be based on CIN, if entered",
CountryOfIncorporationOrResidenceOfAmalgamatingCompany,Should be valid country name as per List of countries,
CINOfAmalgamatingCompany,Valid CIN. Mandatory if country is India. Should be different from CIN of filing company (CorporateIdentityNumber). CIN entered in repetitive dimensional members should be unique.,
GeneralNatureOfBusinessOfAmalgamatingCompany,,
EffectiveDateOfAmalgamationForAccountingPurposes,Should be less than or equal to system date. ,
MethodOfAccountingUsedToReflectAmalgamation,,
DescriptionOfParticularsOfSchemeSanctionedUnderStatute,,
AdjustmentsRelatedMergerAcquisitions,,
AdditionalDisclosuresForAmalgamationsAccountedUnderPoolingOfInterestMethodAbstract,,
DescriptionOfSharesIssued,,
NumberOfSharesIssuedUnderAmagamation,Should be greater than equal to zero.,
PercentageOfEachCompanysSharesExchangedToEffectAmalgamation,,
AmountOfDifferenceBetweenConsiderationAndValueOfNetIdentifiableAssetsAcquiredPoolingOfInterest,,
TreatmentOfDifferenceBetweenConsiderationAndValueOfNetIdentifiableAssetsAcquiredPoolingOfInterest,,
AdditionalDisclosuresForAmalgamationsAccountedUnderPurchaseMethodAbstract,,
ConsiderationForAmalgamation,,
DescriptionOfConsiderationPaidOrContingentlyPayable,,
AmountOfDifferenceBetweenConsiderationAndValueOfNetIdentifiableAssetsAcquiredPurchaseMethod,,
TreatmentOfDifferenceBetweenConsiderationAndValueOfNetIdentifiableAssetsAcquiredPurchaseMethod,,
PeriodOfAmortizationOfGoodwill,,
DescriptionOfAmalgamationEffectedAfterBalanceSheetDate,,
[202400] Notes - Investments in associates,,
name,,
DisclosureOfNotesOnInvestmentInAssociatesExplanatoryTextBlock,,
WhetherCompanyHasInvestedInAssociates,This is a mandatory field.,
DescriptionOfInformationOfAssociatesAbstract,,
DescriptionOfInformationOfAssociatesTable,Table should be mandatory in case 'Yes' selected in field 'WhetherCompanyHasInvestedInAssociates',
InvestmentsInAssociatesAxis,,
DescriptionOfInformationOfAssociatesLineItems,,
MethodOfAccountingUsed,,
NameOfAssociate,"Name should be based on CIN, if entered",
CountryOfIncorporationOrResidenceAssociate,Should be valid country name as per List of countries,
CINOfAssociateEntity,Valid CIN. Either CIN or PAN of associates is mandatory if country is India. Should be different from CIN of filing company (CorporateIdentityNumber).  CIN entered in repetitive dimensional members should be unique.,
PANOfAssociateEntity,Either PANOfassociate' or 'CINOfassociate' is mandatory if country is India.  PAN entered in repetitive dimensional members should be unique. Should be different from PAN of the filing company. Should be valid PAN as per Income_tax_PAN  format.,
NameOfAssociateForWhichReportingDateIsDifferent,"Name should be based on CIN, if entered",
CINOfAssociateEntityWhoseReportingDateIsDifferent,Valid CIN. Should be different from CIN of filing company (CorporateIdentityNumber).  CIN entered in repetitive dimension member should be unique.,
PANOfAssociateEntityWhoseReportingDateIsDifferent,PAN entered in repetitive dimension members should be unique. Should be different from PAN of the filing company. Should be valid PAN as per Income_tax_PAN  format.,
LatestAuditedBalanceSheetDate,,
WhetherAssociateHasBeenConsideredInConsolidation,,
ReasonWhyAssociateIsNotConsolidated,"This item is mandatory if""WhetherAssociateHasBeenConsideredInConsolidation"" is 'No'",
DescriptionOfAssociatesAbstract,,
DescriptionOfAssociates,,
DescriptionOfProportionOfOwnershipInterest,Should be greater than or equal to zero. Should be less than or equal to 100%,
DescriptionOfProportionOfVotingPower,Should be greater than or equal to zero. Should be less than or equal to 100%,
AmountOfInvestmentInAssociate,"This item is mandatory if""WhetherAssociateHasBeenConsideredInConsolidation"" is 'Yes'",
NumberOfSharesHeldOfAssociate,Should be greater than or eqaul to zero,
EndOfReportingPeriodOfFinancialStatementsOfAssociatesIfEndOfReportingPeriodIsDifferentFromEntitysEndOfReportingPeriod,,
DescriptionHowThereIsSignificantInfluenceInAssociate,,
NetWorthAttributableToShareholdingAsPerLatestAuditedBalanceSheetAssociate,,
ProfitLossForYearAssociate,,
ProfitLossForYearAssociateConsideredInConsolidation,,
ProfitLossForYearAssociateNotConsideredInConsolidation,,
DescriptionOfFactDifferentAccountingPoliciesUsedForAssociate,,
DescriptionOfDifferencesInAccountingPoliciesUsedByAssociate,,
DescriptionOfFactThatAssociateIsNotAccountedForUsingEquityMethod,,
GoodwillOrCapitalReserveIncludedInCarryingAmountOfInvestmentInAssociate,,
ShareOfContingentLiabilitiesOfAssociatesAbstract,,
ShareOfContingentLiabilitiesOfAssociatesIncurredJointlyWithOtherInvestors,,
ShareOfContingentLiabilitiesInRelationToCapitalCommitmentsOfAssociatesIncurredJointlyWithOtherInvestors,,
ContingentLiabilitiesOfAssociatesForWhichEntityIsSeverallyLiable,,
ShareOfExtraordinaryItemsOfAssociates,,
ShareOfPriorPeriodItemsOfAssociates,,
WhetherCompanyHasAssociatesWhichAreYetToCommenceOperations,This item is mandatory,
DetailsOfAssociatesWhichAreYetToCommenceOperationsAbstract,,
DetailsOfAssociatesWhichAreYetToCommenceOperationsTable,,
AssociatesWhichAreYetToCommenceOperationsAxis,,
DetailsOfAssociatesWhichAreYetToCommenceOperationsLineItems,,
NameOfAssociateWhichIsYetToCommenceOperations,Name should be based on 'CINOfAssociateWhichIsYetToCommenceOperations' if provided,
CountryOfIncorporationOrResidenceOfAssociateWhichIsYetToCommenceOperations,Should be a valid country as per the list of countries.,
CINOfAssociateWhichIsYetToCommenceOperations,"Should be a valid CIN, if provided. Should be different from CIN of filing company.",
PANOfAssociateWhichIsYetToCommenceOperations,Should be a valid PAN as per the income tax format.,
IdentificationNumberOfForeignAssociateWhichIsYetToCommenceOperationsInCountryOfIncorporationOrResidence,,
NatureOfIssuingAuthorityInCountryOfIncorporationOrResidenceAssociateWhichIsYetToCommenceOperations,,
WhetherCompanyHasAssociatesLiquidatedOrSoldDuringYear,,
DetailsOfAssociatesLiquidatedOrSoldDuringYearAbstract,,
DetailsOfAssociatesLiquidatedOrSoldDuringYearTable,,
AssociatesLiquidatedOrSoldDuringYearAxis,,
DetailsOfAssociatesLiquidatedOrSoldDuringYearLineItems,,
NameOfAssociateLiquidatedOrSoldDuringYear,Name should be based on 'CINOfAssociateLiquidatedOrSoldDuringYear',
CountryOfIncorporationOrResidenceOfAssociateLiquidatedOrSoldDuringYear,Should be a valid country as per the list of countries.,
CINOfAssociateLiquidatedOrSoldDuringYear,Should be a valid CIN. Should be different from CIN of filing company.,
PANOfAssociateLiquidatedOrSoldDuringYear,Should be a valid PAN as per the income tax format.,
IdentificationNumberOfForeignAssociateLiquidatedOrSoldDuringYearInCountryOfIncorporationOrResidence,,
NatureOfIssuingAuthorityInCountryOfIncorporationOrResidenceForeignAssociateLiquidatedOrSoldDuringYear,,
[202500] Notes - Financial reporting of interests in joint ventures,,
name,,
DisclosureOfNotesOnInterestsInJointVenturesExplanatoryTextBlock,,
WhetherCompanyHasInvestedInJointVentures,This is a mandatory field.,
ContingentLiabilitiesRelatedToJointVenturesAbstract,,
ContingentLiabilitiesIncurredByVenturerInRelationToInterestsInJointVentures,,
ShareOfContingentLiabilitiesIncurredJointlyWithOtherVenturers,,
ShareOfContingentLiabilitiesOfJointVenturesThemselves,,
ContingentLiabilitiesForWhichVenturerIsContingentlyLiableForLiabilitiesOfOtherVenturers,,
ContingentLiabilitiesRelatedToJointVentures,,
CapitalCommitmentsRelatedToJointVenturesAbstract,,
CapitalCommitmentsOfVenturerInRelationToInterestsInJointVentures,,
ShareOfCapitalCommitmentsIncurredJointlyWithOtherVenturers,,
ShareOfCapitalCommitmentsOfJointVenturesThemselves,,
DisclosureOfInterestsInSignificantJointVenturesExplanatoryTextBlock,,
DisclosureOfInterestsInSignificantJointVenturesAbstract,,
DisclosureOfInterestsInSignificantJointVenturesTable,Table should be mandatory in case 'Yes' selected in field 'WhetherCompanyHasInvestedInJointVentures',
InterestsInSignificantJointVenturesAxis,,
DisclosureOfInterestsInSignificantJointVenturesLineItems,,
FormOfJointVenture,,
DescriptionOfInterestInSignificantJointVenture,,
ProportionOfOwnershipInterestInJointlyControlledEntity,Should be greater than or equal to zero. Should be less than or equal to 100%,
NumberOfSharesHeldOfJointVenture,Should be greater than or eqaul to zero,
AmountOfInvestmentInJointVenture,Should be greater than or eqaul to zero,
NameOfJointlyControlledEntity,"Name should be based on CIN, if entered",
CountryOfIncorporationOrResidenceOfJointlyControlledEntity,Should be valid country name as per List of countries,
CINOfJointVenturer,Valid CIN. Should be different from CIN of filing company (CorporateIdentityNumber). CIN entered in repetitive dimension member should be unique.,
PANOfJointVenturer,Either PANOfjointventure' or 'CINOfjointventure' is mandatory if country is India.  PAN entered in repetitive dimension members should be unique. Should be different from PAN of the filing company. Should be valid PAN as per Income_tax_PAN  format.,
CINOfJointVenturerWhoseReportingDateIsDifferent,Valid CIN. Should be different from CIN of filing company (CorporateIdentityNumber). ,
PANOfJointVenturerWhoseReportingDateIsDifferent,Should be different from PAN of the filing company. Should be valid PAN as per Income_tax_PAN  format.,
LatestAuditedBalanceSheetDate,,
WhetherJointVentureHasBeenConsideredInConsolidation,,
ReasonWhyJointVentureIsNotConsolidated,"This item is mandatory if ""WhetherJointVentureHasBeenConsideredInConsolidation"" is selected as 'NO'",
NetWorthAttributableToShareholdingAsPerLatestAuditedBalanceSheetJointVenture,,
ProfitLossForYearJointVenture,,
ProfitLossForYearJointVentureConsideredInConsolidation,,
ProfitLossForYearJointVentureNotConsideredInConsolidation,,
DetailsOfNonUniformAccountingPoliciesByJointVenturersAbstract,,
DetailsOfNotFollowingUniformAccountingPoliciesByJointVenturesExplanatoryTextBlock,,
DetailsOfProportionsOfItemsForWhichDifferentAccountingPoliciesFollowedByJointVentureExplanatoryTextBlock,,
WhetherCompanyHasJointVenturesWhichAreYetToCommenceOperations,This item is mandatory,
DetailsOfJointVenturesWhichAreYetToCommenceOperationsAbstract,,
DetailsOfJointVenturesWhichAreYetToCommenceOperationsTable,,
JointVenturesWhichAreYetToCommenceOperationsAxis,,
DetailsOfJointVenturesWhichAreYetToCommenceOperationsLineItems,,
NameOfJointVentureWhichIsYetToCommenceOperations,"Name should be based on 'CINOfJointVentureWhichIsYetToCommenceOperations', if provided",
CountryOfIncorporationOrResidenceOfJointVentureWhichIsYetToCommenceOperations,Should be a valid country as per the list of countries.,
CINOfJointVentureWhichIsYetToCommenceOperations,"Should be a valid CIN, if provided. Should be different from CIN of filing company.",
PANOfJointVentureWhichIsYetToCommenceOperations,Should be a valid PAN as per the income tax format.,
IdentificationNumberOfForeignJointVentureWhichIsYetToCommenceOperationsInCountryOfIncorporationOrResidence,,
NatureOfIssuingAuthorityInCountryOfIncorporationOrResidenceJointVentureWhichIsYetToCommenceOperations,,
WhetherCompanyHasJointVenturesLiquidatedOrSoldDuringYear,This item is mandatory,
DetailsOfJointVenturesLiquidatedOrSoldDuringYearAbstract,,
DetailsOfJointVenturesLiquidatedOrSoldDuringYearTable,,
JointVenturesLiquidatedOrSoldDuringYearAxis,,
DetailsOfJointVenturesLiquidatedOrSoldDuringYearLineItems,,
NameOfJointVentureLiquidatedOrSoldDuringYear,"Name should be based on 'CINOfJointVentureLiquidatedOrSoldDuringYear', if provided",
CountryOfIncorporationOrResidenceOfJointVentureLiquidatedOrSoldDuringYear,Should be a valid country as per the list of countries.,
CINOfJointVentureLiquidatedOrSoldDuringYear,"Should be a valid CIN, If provided. Should be different from CIN of filing company.",
PANOfJointVentureLiquidatedOrSoldDuringYear,Should be a valid PAN as per the income tax format.,
IdentificationNumberOfForeignJointVentureLiquidatedOrSoldDuringYearInCountryOfIncorporationOrResidence,,
NatureOfIssuingAuthorityInCountryOfIncorporationOrResidenceForeignJointVentureLiquidatedOrSoldDuringYear,,
[202600] Notes - Consolidated financial statements,,
name,,
DisclosureOfNotesOnConsolidatedFinancialStatementsExplanatoryTextBlock,,
WhetherConsolidatedFinancialStatementsIsApplicableOnCompany,This is a mandatory field. ,
DescriptionOfReasonForNotConsolidatingSubsidiary,This is a mandatory field.,
DescriptionOfFactThatUniformAccountingPoliciesAreNotAdoptedForConsolidatedFinancialStatements,This is a mandatory field.,
ProportionOfItemsInConsolidatedFinancialStatementsToWhichDifferentAccountingPoliciesHaveBeenApplied,This is a mandatory field.,
DisclosureOfDetailsOfSubsidiariesExplanatoryTextBlock,,
DisclosureOfDetailsOfSubsidiariesAbstract,,
DisclosureOfDetailsOfSubsidiariesTable,This table is mandatory.,
SubsidiariesAxis,,
DisclosureOfDetailsOfSubsidiariesLineItems,,
NameOfSubsidiaryConsolidated,,
CountryOfIncorporationOrResidenceOfSubsidiaryConsolidated,,
ProportionOfOwnershipInterestInSubsidiaryConsolidated,,
ProportionOfVotingPowerHeldInSubsidiaryConsolidated,,
DescriptionOfNatureOfRelationshipWithSubsidiaryWhereParentHasDirectlyOrIndirectlyLessThanHalfOfVotingPower,,
EffectOfAcquisitionOrDisposalOfSubsidiaryAbstract,,
EffectOnFinancialPositionOnAcquisitionOrDisposal,,
EffectOnResultsForReportingPeriodOnAcquisitionOrDisposal,,
EffectOnResultsForCorrespondingPreviousPeriodOnAcquisitionOrDisposal,,
EndOfReportingPeriodOfFinancialStatementsOfSubsidiaryWhenDifferentFromParent,,
DisclosureOfAdditionalInformationConsolidatedFinancialStatementsTextBlock,,
DisclosureOfAdditionalInformationConsolidatedFinancialStatementsAbstract,,
DisclosureOfDetailsOfEntitiesConsolidatedTable,Should be mandatory if 'WhetherConsolidatedFinancialStatementsIsApplicableOnCompany' is Yes,
